﻿﻿title,song_name_fa,song_name_en,lyrics,post_name_url,post_type,category_fa,category_en,artist_name_fa,artist_name_en,link_mp3_128,link_mp3_320,thumbnail_photo,published_date
"دانلود آهنگ بهنام بانی به نام قرص قمر 2 (جان جان تو شدی لیلی این خونه)","قرص قمر 2 (جان جان تو شدی لیلی این خونه)","Ghorse Ghamar","شیدا شدمو پیدا شده عشقت تو دل مستم
یک دل که نه صد دل من به تو دلبستم عاشقت هستم
جان جان تو شدی لیلی این خونه جان جان با تو دل صد تای مجنونه
جان جان با تو هم شادیمو دیوونه
جان جان شدی شیرین به تو دل دادم جان جان من خودم صد تای فرهادم
جان جان همه ی قلبمو بهت دادم
♫♫♫
بگو به همه یه نفر توی دلمه نشونم بده به همه آخه من دوست دارم
تو که بلدی دلو از من ببری تو دلم تو یه نفری آخه من دوست دارم
بگو به همه یه نفر توی دلمه نشونم بده به همه آخه من دوست دارم
تو که بلدی دلو از من ببری تو دلم تو یه نفری آخه من دوست دارم
جان جان تو شدی لیلی این خونه جان جان با تو دل صد تای مجنونه
جان جان با تو هم شادیمو دیوونه
جان جان شدی شیرین به تو دل دادم جان جان من خودم صد تای فرهادم
جان جان همه ی قلبمو بهت دادم","https://nicmusic.net/ghorse-ghamar-2/","New Music",,,"بهنام بانی","Behnam Bani","http://dl.nicmusic.net/nicmusic/022/056/Behnam%20Bani%20-%20Ghorse%20Ghamar%202%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/022/056/Behnam%20Bani%20-%20Ghorse%20Ghamar%202.mp3","https://nicmusic.net/wp-content/uploads/2020/02/behnam-bani-5465451.jpg","25/4/1399"
"دانلود ریمیکس آهنگ سامان جلیلی به نام جنون (ورژن ریمیکس) MP3","جنون (ورژن ریمیکس) MP3","Jonoon Remix","مثل تو جایی ندیدم چقدر تنهایی کشیدم من آخر قصه رو میدیدم
تا حالا شده یک بارم تو بهم بگی دوستت دارم من جز تنهایی چی دارم
اگه بد بودم واست اگه قلبم زود جا زد دیگه میرم خیالت راحت
چشات خیره به ساعت شد دیگه وقت رفتن شد حیف عشقی که با تو حرومم شد
جنونه عشق تو عین جنونه هر کی میاد نمیمونه هر کی میاد نمیتونه
من اینم زندگی کردم با تو هر کی که خواست بشه جا تو کو برسه بشه تا تو
♫♫♫
از چشمات افتادم از وقتی دل دادم حق دارم بهت وابسته شم
میدونی بری چی میکشم
جنونه عشق تو عین جنونه هر کی میاد نمیمونه هر کی میاد نمیتونه
من اینم زندگی کردم با تو هر کی که خواست بشه جا تو کو برسه بشه تا تو","https://nicmusic.net/jonoon-6/","New Music",,,"سامان جلیلی","Saman Jalili","http://dl.nicmusic.net/nicmusic/023/064/Saman%20Jalili%20-%20Jonoon%20%28Remix%29%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/023/064/Saman%20Jalili%20-%20Jonoon%20%28Remix%29.mp3","https://nicmusic.net/wp-content/uploads/2020/05/saman-jalili-46546.jpg","25/4/1399"
"دانلود اجرای زنده آهنگ مرتضی اشرفی به نام دارم واست","دارم واست","Daram Vasat Live","دیشب شدم بد عالم واست اینجوری که نمیمونه دارم واست
یه شبه داری میری و تنها میشم تو که منو دوسم داشتی تا دیشب
عشق یکی دیگه شدی من دق کردم تو خیالم دیگه تو رو عاشق کردم
ولی حالا رفتی و تنها موندم چی میکشم از این دل واموندم
دلت از هر کی پر بود سر من خالی کردی خبر دار شدی باختم خوشحالی کردی
باهات بد نبودم دروغ بلد نبودم ببین مشکل من اینه که تو بر نمیگردی
سر من خالی کردی خبر دار شدی باختم خوشحالی کردی
باهات بد نبودم دروغ بلد نبودم ببین مشکل من اینه که تو بر نمیگردی
♫♫♫
یکی نبود یکی هست دلمو بردی از قصد نیستی ببینی دلم بعد تو از زندگی خستست
کاری از این دل تنگ بر نمیاد وقتی شکستست
دلت از هر چی پر بود سر من خالی کردی خبر دار شدی باختم خوشحالی کردی
باهات بد نبودم دروغ بلد نبودم ببین مشکل من اینه که تو بر نمیگردی
دلت از هر کی پر بود سر من خالی کردی خبر دار شدی باختم خوشحالی کردی
باهات بد نبودم دروغ بلد نبودم ببین مشکل من اینه که تو بر نمیگردی
وقتی منو میچزونی خوشحال میشی هر کاری دوست داری بکن خالی شی
ولی ببین حال خودتم داغونه حیف که دیگه نمیشه بگم بیا خونه
حیف که دیگه نمیشه بگم بیا خونه","https://nicmusic.net/daram-vasat-2/","New Music",,,"مرتضی اشرفی","Morteza Ashrafi","http://dl.nicmusic.net/nicmusic/024/009/Morteza%20Ashrafi%20-%20Daram%20Vasat%20%28Live%29%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/009/Morteza%20Ashrafi%20-%20Daram%20Vasat%20%28Live%29.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Morteza-Ashrafi-Daram-Vasat-Live.jpg","24/4/1399"
"محمدرضا هدایتی دلیل زندگیم : دانلود آهنگ جدید محمدرضا هدایتی به نام دلیل زندگیم","دلیل زندگیم","Dalile Zendegim","شاید منو یادت نیاد حدستو اشتباه نزن حق داری نشناسی آخه خیلی موهام سفید شدن
نه خسته میشم از غمت نه سختی های روزگار اگه یه روز دیدی منو خستگیمو به روم نیار
دلیل زندگیم تویی منو هوایی میکنی خودتو دست کم نگیر واسم خدایی میکنی
دلیل زندگیم تویی منو هوایی میکنی خودتو دست کم نگیر واسم خدایی میکنی
♫♫♫
با تو جوون تر میشمو غصه ها خیلی دور میشن عاشقا توی عاشقی از هم پشیمون نمیشن
دستمو ول نکن بهت گفته بودم که میمیرم سهم من از دنیا تویی سهممو آخر میگیرم
دلیل زندگیم تویی منو هوایی میکنی خودتو دست کم نگیر واسم خدایی میکنی
دلیل زندگیم تویی منو هوایی میکنی خودتو دست کم نگیر واسم خدایی میکنی","https://nicmusic.net/dalile-zendegim/","New Music",,,"محمدرضا هدایتی","Mohammadreza Hedayati","http://dl.nicmusic.net/nicmusic/024/009/Mohammadreza%20Hedayati%20-%20Dalile%20Zendegim%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/009/Mohammadreza%20Hedayati%20-%20Dalile%20Zendegim.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Mohammadreza-Hedayati-Dalile-Zendegim.jpg","24/4/1399"
"محسن چاوشی هم گناه : دانلود آهنگ جدید محسن چاوشی به نام هم گناه","هم گناه","Hamgonah","الا دختر تو مادر داری یا نه نشونی از برادر داری یا نه
همون بوسی که دادی توی دالون نمیدونم به خاطر داری یا نه
شب تاریک و مهتابم نیومد نشستم تا سحر خوابم نیومد
نشستم تا دم صبح قیومت قیومت اومد و یاروم نیومد
♫♫♫
سه روزه رفتی و سی روزه حالا زمستون رفته ای نوروز حالا
خودت گفتی سر هفته میایوم شماره کن ببین چند روزه حالا
شب مهتاب که مهتابم نیومد نشستم تا سحر خوابم نیومد
نشستم از سر شب تا خروس خون همون یار بغل … نیومد
من از انگشتر دست تو بودم میون پنجه و شصت تو بودم
اجل اومد که جونم را بگیره ندادم جون که پا بست تو بودم","https://nicmusic.net/hamgonah/","New Music",,,"محسن چاوشی","Mohsen Chavoshi","http://dl.nicmusic.net/nicmusic/024/009/Mohsen%20Chavoshi%20-%20Hamgonah%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/009/Mohsen%20Chavoshi%20-%20Hamgonah.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Mohsen-Chavoshi-Hamgonah.jpg","23/4/1399"
"گرشا رضایی دریا دریا : دانلود آهنگ جدید گرشا رضایی به نام دریا دریا","دریا دریا","Darya Darya","دریا دریا اومدم تنها تا که بشنوی تو درد و دلامو
دریا دریا این حالمو دریاب جز تو کی میدونه من کجامو
دریا دریا دریا من با تموم دردا آرزو میکنم کاشکی دوباره فردا
عشقمو ببینم کنار موجا
دریا دریا دریا من با تموم دردا آرزو میکنم کاشکی دوباره فردا
عشقمو ببینم کنار موجا
آرومم کن آخه بی تابه دلم لب ساحل شبا میخوابه دلم
دل من تنگ شده تو دلم جنگ شده کاش بدونم اون کجا رفته
حالا موندم با همه خاطره هام غیر عکساش دیگه چی مونده برام
دل من تنگ شده تو دلم جنگ شده کاش بدونم اون کجا رفته
♫♫♫
دریا دریا دریا من با تموم دردا آرزو میکنم کاشکی دوباره فردا
عشقمو ببینم کنار موجا
دریا دریا دریا من با تموم دردا آرزو میکنم کاشکی دوباره فردا
عشقمو ببینم کنار موجا","https://nicmusic.net/darya-darya/","New Music",,,"گرشا رضایی","Garsha Rezaei","http://dl.nicmusic.net/nicmusic/024/009/Garsha%20Rezaei%20-%20Darya%20Darya%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/009/Garsha%20Rezaei%20-%20Darya%20Darya.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Garsha-Rezaei-Darya-Darya.jpg","23/4/1399"
"یاس و موئر آگاه : دانلود آهنگ جدید یاس و موئر به نام آگاه","آگاه","Agaah","آگاه پشت پرده ها با ما رشد کرد قطر نرده ها
تاریک فقط رنگ عوض کرد تا بمونی تو سریال .. برده ها
آگاه پشت پرده ها با ما رشد کرد قطر نرده ها
دردا رو مسخره کردن شد سرطان بد خیم سوژه ها خنده ها
…","https://nicmusic.net/agaah/","New Music",,,"None","Yas Ft Moer","http://dl.nicmusic.net/nicmusic/024/010/Moer%20-%20Agaah%20%28Ft%20Yas%29%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/010/Moer%20-%20Agaah%20%28Ft%20Yas%29.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Moer-Agaah-Ft-Yas.jpg","22/4/1399"
"محمد سعادت دعوتم کن : دانلود آهنگ جدید محمد سعادت به نام دعوتم کن","دعوتم کن","Davatam Kon","چند وقته که حس عاشق بودن تو نگاه ما دو تا معلومه
اینکه حمله هاتد لکنت دارن یعنی بی اراده دل دل بستی به من
بسه هر چی عشقو مخفی کردی با من از حال خوشت حرف بزن
دعوتم کن به قدم زدن تو دم دم غروب دعوتم کن به یه قهوه به یه حس و حال خوب
واسه لمس عاشقی دست خستمو بگیر منو با خودت ببر به لحظه های بی نظیر
♫♫♫
با حضورت توی لحظه های من عادتم دادی به حس بودنت
عادتم دادی به وابستگی هام به نفس کشیدن عطذ تنت
تا میبینمت دلم میریزه همه حرفام میمونه تو گلوم
من که خیلی وقته بی قرارتم اگه احساسی بهم داری بگو
دعوتم کن به قدم زدن تو دم دم غروب دعوتم کن به یه قهوه به یه حس و حال خوب
واسه لمس عاشقی دست خستمو بگیر منو با خودت ببر به لحظه های بی نظیر
دعوتم کن به قدم زدن تو دم دم غروب دعوتم کن به یه قهوه به یه حس و حال خوب
واسه لمس عاشقی دست خستمو بگیر منو با خودت ببر به لحظه های بی نظیر","https://nicmusic.net/davatam-kon/","New Music",,,"محمد سعادت","Mohammad Saadat","http://dl.nicmusic.net/nicmusic/024/008/Mohammad%20Saadat%20-%20Davatam%20Kon%20128.mp3","http://dl.nicmusic.net/nicmusic/024/008/Mohammad%20Saadat%20-%20Davatam%20Kon.mp3","https://nicmusic.net/wp-content/uploads/2020/07/photo_2020-07-12_16-26-35-500x500.jpg","22/4/1399"
"روزبه بمانی بمان : دانلود آهنگ جدید روزبه بمانی به نام بمان","بمان","Beman","گفتم بمان گفتی نگو وقتی نمیمانم
گفتم پشیمان میشوی گفتی نمیدانم
گفتم نمیپرسی چه می آید سرم بی تو
گفتی نه میدانم نه میپرسم نه میمانم
از آن چه می آید سرم با رفتنت گفتم
گفتم که هر کاری کنم یاد تو می افتم
انقدر گفتم باش گفتم باش گفتم که
بر هر چه اصراری کنم یاد تو می افتم
یاد تو می افتم
♫♫♫
مردم بفهمانم به تو من بیشتر از هر کسی
هی از خودت هم بی خبر فکر تو بودم
گفتم اگر راهی نشد به تار موی تو قسم
من ازخودت هم بیشتر فکر تو بودم
از آن چه می آید سرم با رفتنت گفتم
گفتم که هر کاری کنم یاد تو می افتم
انقدر گفتم باش گفتم باش گفتم که
بر هر چه اصراری کنم یاد تو می افتم
یاد تو می افتم","https://nicmusic.net/beman/","New Music",,,"None","Roozbeh Bemani","http://dl.nicmusic.net/nicmusic/024/007/Roozbeh%20Bemani%20-%20Beman%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/007/Roozbeh%20Bemani%20-%20Beman.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Roozbeh-Bemani-Beman.jpg","21/4/1399"
"شایان اشراقی ولی خب نیستی : دانلود آهنگ جدید شایان اشراقی به نام ولی خب نیستی","ولی خب نیستی","Vali Khob Nisti","حالم بد بعد تو من یادم رفت خودمو این روزا بدم از بس عشقم از تو کمم
یه طرف عشق تو دارم یه طرف تو نیستی قلبم خورد شد از بس خوردم از دو طرف
همه چی عالیه با تو ولی خب نیستی کسی پر نکرده جاتو ولی خب نیستی
ندادم دست تو آتو ولی خب نیستی شبیه تو نیست هیچکی ولی خب نیستی
همه چی عالیه با تو ولی خب نیستی کسی پر نکرده جاتو ولی خب نیستی
ندادم دست تو آتو ولی خب نیستی شبیه تو نیست هیچکی ولی خب نیستی
♫♫♫
میدونی همه چی بعد تو بده الکیه کسی اگه دورمه
تنهام بعد تو من مگه مبهمه سر تو نیست ولی سر خودمه
من با تو خوبم ولی تو نه جاتو نگرفت هی کی اومد
میشه برگردی حتی لازم نیست بگی که پشیمونم
همه چی عالیه با تو ولی خب نیستی کسی پر نکرده جاتو ولی خب نیستی
ندادم دست تو آتو ولی خب نیستی شبیه تو نیست هیچکی ولی خب نیستی
همه چی عالیه با تو ولی خب نیستی کسی پر نکرده جاتو ولی خب نیستی
ندادم دست تو آتو ولی خب نیستی شبیه تو نیست هیچکی ولی خب نیستی","https://nicmusic.net/vali-khob-nisti/","New Music",,,"شایان اشراقی","Shayan Eshraghi","http://dl.nicmusic.net/nicmusic/024/007/Shayan%20Eshraghi%20-%20Vali%20Khob%20Nisti%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/007/Shayan%20Eshraghi%20-%20Vali%20Khob%20Nisti.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Shayan-Eshraghi-Vali-Khob-Nisti.jpg","20/4/1399"
"رضا صادقی مهر مادر : دانلود آهنگ جدید رضا صادقی به نام مهر مادر","مهر مادر","Mehr Madar","دوست دارم یه عشق بی دلیل و به کی باید بگم که باورش شه
یه دل میخوام ازم نپرسه هیچی یه دل میخوام دیوونگی سرش شه
به کی باید بگم که بعضی وقتا عاشق شدن حساب کتاب نداره
میخوام بگم جرعتشو ندارم میخوام نگم حرصمو در میاره
دوست دارم این آرزوی دور و کجای دنیا با خودم کشیدم
کاشکی میشد به جز تو یادم بره هر چی که دل بستمو دل بریدم
♫♫♫
تو مهربونیات یه چیز دیگست یه وقتا بی بهونه و اضافی
فقط دوسم داری برات مهم نیست درست مثل عشقای بی تلافی
تو مهر مادرانت از بهشته حس میکنم بال فرشته داری
تو گوش من صدای دریا میدی دستاتو که رو قلب من میذاری
منو ببخش اگه برات نموندم گذشتمو گذشتم از کنارت
منو ببخش اگه تو این هیاهو بدون من میگذره روزگارت
منو ببخش اگه یه قلب کوچیک طاقت دوست داشتنتو نداره
میخواد بهت بگه ولی بلد نیست ادای دوست داشتنتو در میاره","https://nicmusic.net/mehr-madar/","New Music",,,"None","Reza Sadeghi","http://dl.nicmusic.net/nicmusic/024/007/Reza%20Sadeghi%20-%20Mehr%20Madar%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/007/Reza%20Sadeghi%20-%20Mehr%20Madar.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Reza-Sadeghi-Mehr-Madar.jpg","20/4/1399"
"احمد سعیدی بهت آلودم : دانلود آهنگ جدید احمد سعیدی به نام بهت آلودم","بهت آلودم","Behet Aloodam","راهشو پیدا کردم چجوری عاشقت شم چجوری با توئه دوست داشتنی پایه بشم
بهت آلودم تو بری نابودم تو که میدیدی هر چی میگفتی من پا بودم
بهت آلودم تو بری نابودم تو که میدیدی هر چی میگفتی من پا بودم
♫♫♫
تو مثل یه قرص ماهی یه تکیه گاهی برام لعنتی محاله که از فکر تو درام
تو مثل یه قرص ماهی حواسم بهت هست جاذبه ی چشمات چشمامو رو همه بست
مگه بهتر از تو هم هست
بهت آلودم تو بری نابودم تو که میدیدی هر چی میگفتی من پا بودم
بهت آلودم تو بری نابودم تو که میدیدی هر چی میگفتی من پا بودم","https://nicmusic.net/behet-aloodam/","New Music",,,"احمد سعیدی","Ahmad Saeedi","http://dl.nicmusic.net/nicmusic/024/006/Ahmad%20Saeedi%20-%20Behet%20Aloodam%5B128%5D.mp3","http://dl.nicmusic.net/nicmusic/024/006/Ahmad%20Saeedi%20-%20Behet%20Aloodam.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Ahmad-Saeedi-Behet-Aloodam.jpg","20/4/1399"
"دانلود آهنگ پویا بیاتی به نام خودمونیم (خودمونیم چشات چقدر قشنگن)","خودمونیم (خودمونیم چشات چقدر قشنگن)","Khodemoonim","خودمونیم چشات چقدر قشنگن خودمونیم یه پا شعده بازی
تو از این آدم سر به راه آروم چطوری تونستی دیوونه بسازی
خودمونیم چه سحری تو صداته صدای آدمی و زنگ کلیسا
نکنه تو تو زدی تو کار جادو نکنه میری پیش دعا نویسا
نفسم بنده به لبخند تو عشقم رنگ لبخند تو رو برف نداره
سرتو بیشتر از این درد نیارم آخه زیبایی تو حرف نداره
آخه زیبایی تو حرف نداره
عشقم سر دوست داشتن تو هیچی جلو دارم نیست
آره من دوست دارم و جز عشق چیزی بارم نیست
عشقم آره عشقم
عشقم خاطرت جمع واسه قلبی که به من میسپاری
آره تو به یک آدم با عشق تعلق داره عشقم آره عشقم
♫♫♫
خودمونیم چه عطرس زدی امشب به خدا یه لحظه گفتم تو بهشتم
من نمیدونم چه کار خوبی کردم که خدا گذاشتت تو سرنوشتم
خودمونیم چه کار کردی با موهات که به جز جنون واسم نذاشته راهی
من جواب هر سوالی داری میدم تو اول بگو چرا این همه ماهی
نفسم بنده به لبخند تو عشقم رنگ لبخند تو رو برف نداره
سرتو بیشتر از این درد نیارم آخه زیبایی تو حرف نداره
آخه زیبایی تو حرف نداره
عشقم سر دوست داشتن تو هیچی جلو دارم نیست
آره من دوست دارم و جز عشق چیزی بارم نیست
عشقم آره عشقم
عشقم خاطرت جمع واسه قلبی که به من میسپاری
آره تو به یک آدم با عشق تعلق داره عشقم آره عشقم","https://nicmusic.net/khodemoonim-3/","New Music",,,"پویا بیاتی","Pouya Bayati","http://dl.nicmusic.net/nicmusic/024/006/Pouya%20Bayati%20-%20Khodemoonim%5B128%5D.mp3","http://dl.nicmusic.net/nicmusic/024/006/Pouya%20Bayati%20-%20Khodemoonim.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Pouya-Bayati-Khodemoonim.jpg","20/4/1399"
"مسعود خاکباز دلبری : دانلود آهنگ جدید مسعود خاکباز به نام دلبری","دلبری","Delbari","نیم نگاهی نظری اینوراها یه سری تو بزن تا که برات بشکونم چه سری
وای چه قندی عسلی مگه داری خبری که چقدر کشته میدی با چشای عسلیت
♫♫♫
دلبری شاهکاری چه چشایی داری تو خود سلطانی از همون خوبایی
تو که ماه و صنمی عاشقم باش یکمی تو با اون ناز نگات دلو از جا میکنی
تو که ماه و صنمی عاشقم باش یکمی تو با اون ناز نگات دلو از جا میکنی
♫♫♫
از اون نگاه داغت همش آتیش میباره دل شده تیکه پاره هی سر به سرم میزاره
سر به سرم میذاره دلم برات چه تنگه قلبت مثال سنگه
دزدیدی قاپو نامرد دست خوش ناز شصتت دست خوش ناز شصتت
♫♫♫
دلبری شاهکاری چه چشایی داری تو خود سلطانی از همون خوبایی
تو با اون ناز نگات دلو از جا میکنی تو با اون ناز نگات دلو از جا میکنی","https://nicmusic.net/delbari-3/","New Music",,,"None","Masoud Khakbaz","http://dl.nicmusic.net/nicmusic/024/006/Masoud%20Khakbaz%20-%20Delbari%20128.mp3","http://dl.nicmusic.net/nicmusic/024/006/Masoud%20Khakbaz%20-%20Delbari%20320.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Masoud-Khakbaz-Delbari.jpg","20/4/1399"
"سهراب پاکزاد  گل بی نقص : دانلود آهنگ جدید سهراب پاکزاد به نام گل بی نقص","گل بی نقص","Gole Bi Naghs","میشه وقتتونو بگیرم میشه واسه شما بمیرم بگو میشه بگو میشه
میشه کنارتون بشینم میشه چشاتونو ببینم بگو میشه بگو میشه
اگه اراده کنی خودم میشم فدات غرق بشی من میشم قایق نجات
حتی اگه جونمم دراد من خودم یه تنه جون میدم برات
گل بی نقص من نفسام حبستن به چشات خیره میشم تو فقط برام حرف بزن
گل بی نقص من نفسام حبستن به چشات خیره میشم تو فقط برام حرف بزن
♫♫♫
غرق چشات منو کشته تو داری منو همیشه پشتت
چقدر خوشگل گرفتی ما رو تو توی مشتت
دریا شی من میشم ماهی تو قربون چشای آتیش تو نابی خب عالیه چون دردام با تو توی ثانیه مرد
گل بی نقص من نفسام حبستن به چشات خیره میشم تو فقط برام حرف بزن
گل بی نقص من نفسام حبستن به چشات خیره میشم تو فقط برام حرف بزن","https://nicmusic.net/gole-bi-naghs/","New Music",,,"None","Sohrab Pakzad","http://dl.nicmusic.net/nicmusic/024/006/Sohrab%20Pakzad%20-%20Gole%20Bi%20Naghs%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/006/Sohrab%20Pakzad%20-%20Gole%20Bi%20Naghs.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Sohrab-Pakzad-Gole-Bi-Naghs-1-500x500.jpg","19/4/1399"
"رضا بهرام افسوس : دانلود آهنگ جدید رضا بهرام به نام افسوس","افسوس","Afsoos","این کودک گریان ز حال سنگین کابوس تسکین نمیابد
به هیچ آغوش و لالایی افسوس
در خواب های من تا چشم بیند کاروان هول و هذیان است
آن گسترش ها و صف آرایی ها
آن کیل ها و اسب ها و برج و بارو ها
و سقف هایی که فرو میریخت
افسوس
آن سقف بلند آرزوهای نجیبمان افسوس افسوس
انگار در من گریه میکردند
انگار در من گریه میکردند
دیگر کدام از آن گذشته زیر این خونبار
این هر دم افسونبار این هر دم افسونبار
این هر دم افسونبار
شترنج خواهد باخت
شترنج خواهد باخت","https://nicmusic.net/afsoos-2/","New Music",,,"رضا بهرام","Reza Bahram","http://dl.nicmusic.net/nicmusic/024/005/Reza%20Bahram%20-%20Afsoos%5B128%5D.mp3","http://dl.nicmusic.net/nicmusic/024/005/Reza%20Bahram%20-%20Afsoos.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Reza-Bahram-Afsoos.jpg","18/4/1399"
"مرتضی اشرفی پاتوق : دانلود آهنگ جدید مرتضی اشرفی به نام پاتوق","پاتوق","Patogh","دو کلام حرف حساب با همین حال خراب بشنو از دنده ی لج پاشو
دلی باش عین رفیق که نباشم لب تیغ من میشم ماهی تو دریا شو
من میشم ماهی تو دریا شو من میشم ماهی تو دریا شو
خوب دل ما رو پاتوق کردی قفلم روت تو اصلا خونتم اینجاست از ما گفتن بود
نری با موجای منفی روی اعصابم بری باطل میشه دیوونه شناسنامم
خوب دل ما رو پاتوق کردی قفلم روت تو اصلا خونتم اینجاست از ما گفتن بود
نری با موجای منفی روی اعصابم بری باطل میشه دیوونه شناسنامم
♫♫♫
گم و گورم تو خودم یه الف بچه شدم که دو دستی به تو چسبیدم
دنیا دل کنده ازم تو به من ضربه نزن که به هر ساز تو رقصیدم
که به هر ساز تو رقصیدم که به هر ساز تو رقصیدم
خوب دل ما رو پاتوق کردی قفلم روت تو اصلا خونتم اینجاست از ما گفتن بود
نری با موجای منفی روی اعصابم بری باطل میشه دیوونه شناسنامم
خوب دل ما رو پاتوق کردی قفلم روت تو اصلا خونتم اینجاست از ما گفتن بود
نری با موجای منفی روی اعصابم بری باطل میشه دیوونه شناسنامم","https://nicmusic.net/patogh/","New Music",,,"مرتضی اشرفی","Morteza Ashrafi","http://dl.nicmusic.net/nicmusic/024/005/Morteza%20Ashrafi%20-%20Patogh%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/005/Morteza%20Ashrafi%20-%20Patogh.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Morteza-Ashrafi-Patogh-500x500.jpg","17/4/1399"
"احمد سلو کلافه : دانلود آهنگ جدید احمد سلو به نام کلافه","کلافه","Kalafe","بیا بیا بیا بیا دوباره تو مشتم من آرزوهامو کشتم رفت گل رز خشکم
بیا بیا بیا بیا بیا بذار تو بیاد یه بار به یادت اون شبا رو عشقم بیا واسه تو نوشتم
فکر تو ام همش هر جا میرم میگیره دلم تا تنها میشم کجایی دورت بگردم من هواتو کردم
خودمو هی به اون راه میزنم صدات میپیچه هی توی سرم مثل یه گل سمی تو رگای مغزم
بگو چی شد چی سرمون اومد چرا یهو دلت ازم بدش اومد
آخرشم دیدی هر چی که فکرشو نمیکردم یه شب سرم اومد
هر بار که میگذرم از جلو چشمات میدونم دلت میخواد اما
میدونیم هر دومون بر نمیگردن روزای اولمون
خوابم یا بیدارم نمیدونم واقعا سر در نمیارم
چجوری دلت اومد بگذری از رابطمون یه سری چیزا رو حق بهت میدم باشه قبول
ولی بازم حقم نبود
دیدم دارم دلتو میزنمو بریدنو دیدم توی چشمای تو کشیدم تو رو سمت خودم هی گفتم نرو
هنوز نمیخوابم تا صبح یه دست سیگارمم پهلوم یه عکس یادگاری از روزای اولو گفتم نرو
کاشکی نبودی تو  زندگیم تو آخه چی میشد یه شب از فکر تو درام
کاشکی نبودی از اولش چقدر تاریک و بی روحه این شبا برام
کلافه تر از همیشم شبا رو کابوس میبینم نمیدونم چرا نمیمیرم نمیمیرم
ولی هر وقت تنگ شد برام دلت برگشت بهت حست بهم یه زنگ بزن
هر وقت تنگ شد برام دلت برگشت بهت حست بهم یه زنگ بزن","https://nicmusic.net/kalafe-2/","New Music",,,"احمد سلو","Ahmad Solo","http://dl.nicmusic.net/nicmusic/024/001/Ahmad%20Solo%20-%20Kalafe%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/024/001/Ahmad%20Solo%20-%20Kalafe.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Ahmad-Solo-Kalafe-500x500.jpg","16/4/1399"
"سهیل جامی سرگذشت : دانلود آهنگ جدید سهیل جامی به نام سرگذشت","سرگذشت","Sargozasht","میدونستم یه روز راهمون از هم دور میشه خوبی کردم ولی دیدم دلت مغرور میشه
حالا شدم مثل برگی تو دست باد تو دادی همه ی زندگیمو به باد
بد بودی ولی من بازم موندم به پات
اینو دیر فهمیدم عاشقی توی خوابه عمر دوست داشتنت قد یه حبابه
تقدیرمون مثل یه خونه رو آبه
تو گذشتی و گذشت دیگه آب از سرم گذشته ها رو مگه از یاد میبرم
سرگذشتمون میمونه تو خاطرم ببین بی رحم دارم میرم
گذشتی و گذشت دیگه آب از سرم گذشته ها رو مگه از یاد میبرم
سرگذشتمون میمونه تو خاطرم ببین بی رحم دارم میرم
♫♫♫
زندگی خوب یا بد از اینجا به بعد هیچ فرقی نداره
واسه دیوونه ای که عاشقت شده منطق معنی نداره
تو گذشتی و گذشت دیگه آب از سرم گذشته ها رو مگه از یاد میبرم
سرگذشتمون میمونه تو خاطرم ببین بی رحم دارم میرم
گذشتی و گذشت دیگه آب از سرم گذشته ها رو مگه از یاد میبرم
سرگذشتمون میمونه تو خاطرم ببین بی رحم دارم میرم
دارم میرم دارم میرم من
دارم میرم دارم میرم من
دارم میرم دارم میرم من","https://nicmusic.net/sargozasht/","New Music",,,"None","Soheil Jami","http://dl.nicmusic.net/nicmusic/023/100/Soheil%20Jami%20-%20Sargozasht%20%28128%29.mp3","http://dl.nicmusic.net/nicmusic/023/100/Soheil%20Jami%20-%20Sargozasht.mp3","https://nicmusic.net/wp-content/uploads/2020/07/Soheil-Jami-Sargozasht-500x500.jpg","14/4/1399"
